# HOMER Peaks
# Peak finding parameters:
# tag directory = HCT116-treated
#
# total peaks = 8958
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 206
# genome size = 2000000000
# Total tags = 44527481.0
# Total tags in peaks = 955564.0
# Approximate IP efficiency = 2.15%
# tags per bp = 0.022107
# expected tags per peak = 4.797
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.719535e-07
# FDR tag threshold = 19.0
# number of putative peaks = 17043
#
# input tag directory = HCT116-input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6934
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1147
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks HCT116-treated -i HCT116-input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr12-172	chr12	73584529	73584745	+	16.4	0.784	75.000000	50.7	3.0	16.90	1.25e-42	17.64	2.78e-62	0.99
chr14-93	chr14	37239614	37239830	+	16.4	0.726	75.000000	50.7	4.0	12.68	8.28e-37	13.27	1.11e-54	0.88
chr14-96	chr14	50417616	50417832	+	16.4	0.786	73.000000	50.7	5.0	10.14	2.18e-32	11.55	1.27e-50	0.91
chr15-87	chr15	57966856	57967072	+	16.4	0.792	76.000000	50.7	3.0	16.90	1.25e-42	14.00	2.90e-56	0.89
chr16-116	chr16	16130291	16130507	+	16.4	0.772	72.000000	50.7	3.0	16.90	1.25e-42	14.76	8.22e-58	0.97
chr16-113	chr16	22076662	22076878	+	16.4	0.807	75.000000	50.7	5.0	10.14	2.18e-32	11.93	6.76e-51	0.91
chr20-66	chr20	60953200	60953416	+	16.4	0.783	75.000000	50.7	3.0	16.90	1.25e-42	13.22	1.46e-54	0.97
chr21-34	chr21	42562278	42562494	+	16.4	0.759	74.000000	50.7	4.0	12.68	8.28e-37	19.36	6.53e-66	0.88
chr1-283	chr1	818393	818609	+	16.2	0.856	72.000000	50.0	1.0	50.02	1.23e-65	15.24	5.55e-58	1.00
chr1-272	chr1	58096466	58096682	+	16.2	0.796	74.000000	50.0	0.5	100.03	1.77e-80	22.08	5.95e-69	0.99
chr1-268	chr1	120147797	120148013	+	16.2	0.905	75.000000	50.0	3.0	16.67	1.25e-42	20.81	3.53e-67	0.91
chr1-288	chr1	198173123	198173339	+	16.2	0.762	71.000000	50.0	4.0	12.50	8.28e-37	12.11	2.54e-51	0.96
chr1-285	chr1	203594785	203595001	+	16.2	0.842	72.000000	50.0	8.0	6.25	1.87e-23	15.76	5.84e-59	0.90
chr2-264	chr2	167266911	167267127	+	16.2	0.787	73.000000	50.7	1.0	50.71	1.23e-65	12.93	3.29e-53	0.94
chr2-270	chr2	173798181	173798397	+	16.2	0.776	71.000000	50.7	1.0	50.71	1.23e-65	12.93	3.29e-53	0.93
chr2-258	chr2	189591722	189591938	+	16.2	0.840	74.000000	50.0	7.0	7.15	6.25e-26	11.19	4.60e-49	0.91
chr2-267	chr2	209979832	209980048	+	16.2	0.785	72.000000	50.7	4.0	12.68	8.28e-37	12.07	3.25e-51	0.91
chr3-182	chr3	50888559	50888775	+	16.2	0.867	72.000000	50.0	3.0	16.67	1.25e-42	10.29	4.67e-46	0.85
chr3-183	chr3	127726532	127726748	+	16.2	0.813	72.000000	50.0	3.0	16.67	1.25e-42	20.41	1.30e-66	0.90
chr3-187	chr3	194203396	194203612	+	16.2	0.809	71.000000	50.0	3.0	16.67	1.25e-42	12.48	3.41e-52	0.93
chr4-176	chr4	174997174	174997390	+	16.2	0.790	71.000000	50.0	1.0	50.02	1.23e-65	15.03	1.42e-57	0.90
chr5-145	chr5	74165347	74165563	+	16.2	0.787	82.000000	50.0	1.0	50.02	1.23e-65	10.08	4.29e-46	0.93
chr5-163	chr5	144703773	144703989	+	16.2	0.842	74.000000	50.0	2.0	25.01	5.21e-51	13.01	1.14e-52	0.91
chr5-172	chr5	153320702	153320918	+	16.2	0.833	71.000000	50.7	0.5	101.42	1.77e-80	22.70	8.91e-70	0.94
chr6-172	chr6	80729659	80729875	+	16.2	0.804	73.000000	50.0	6.0	8.34	7.46e-29	13.87	3.06e-55	0.93
chr6-174	chr6	131178712	131178928	+	16.2	0.800	72.000000	50.0	1.0	50.02	1.23e-65	15.10	1.04e-57	0.99
chr7-184	chr7	63244986	63245202	+	16.2	0.926	70.000000	50.0	1.0	50.02	1.23e-65	79.17	7.07e-108	1.00
chr7-182	chr7	113823471	113823687	+	16.2	0.788	72.000000	50.0	5.0	10.00	2.18e-32	12.88	4.28e-53	0.93
chr7-179	chr7	155644597	155644813	+	16.2	0.750	73.000000	50.0	3.0	16.67	1.25e-42	16.99	3.50e-61	0.90
chr8-175	chr8	211277	211493	+	16.2	0.891	73.000000	50.7	3.0	16.90	1.25e-42	20.29	2.00e-66	0.93
chr8-176	chr8	124102931	124103147	+	16.2	0.868	73.000000	50.0	5.0	10.00	2.18e-32	10.82	4.25e-48	0.96
chr9-135	chr9	28305982	28306198	+	16.2	0.941	71.000000	50.7	2.0	25.36	5.21e-51	30.34	1.67e-78	0.97
chr9-133	chr9	131693267	131693483	+	16.2	0.800	72.000000	50.0	5.0	10.00	2.18e-32	20.29	2.00e-66	0.93
chr10-178	chr10	32359622	32359838	+	16.2	0.820	74.000000	50.7	4.0	12.68	8.28e-37	14.69	6.63e-57	0.94
chr11-129	chr11	4888384	4888600	+	16.2	0.875	73.000000	50.0	2.0	25.01	5.21e-51	22.70	8.91e-70	0.93
chr11-123	chr11	62053163	62053379	+	16.2	0.733	75.000000	52.1	0.5	104.20	1.67e-84	12.30	9.39e-52	0.87
chr11-125	chr11	75211872	75212088	+	16.2	0.778	74.000000	50.0	8.0	6.25	1.87e-23	16.76	5.96e-60	0.89
chr12-174	chr12	57916010	57916226	+	16.2	0.810	74.000000	50.0	6.0	8.34	7.46e-29	12.93	3.29e-53	0.88
chr12-175	chr12	109433483	109433699	+	16.2	0.821	74.000000	50.0	0.5	100.03	1.77e-80	23.35	1.26e-70	0.86
chr13-78	chr13	89890856	89891072	+	16.2	0.808	72.000000	50.0	10.0	5.00	1.85e-19	20.26	1.74e-65	0.85
chr14-98	chr14	66482289	66482505	+	16.2	0.764	72.000000	50.0	2.0	25.01	5.21e-51	13.14	1.13e-53	0.96
chr15-88	chr15	52359881	52360097	+	16.2	0.891	74.000000	50.0	6.0	8.34	7.46e-29	17.36	8.33e-62	0.91
chr15-95	chr15	67439945	67440161	+	16.2	0.775	70.000000	50.0	10.0	5.00	1.85e-19	7.34	2.51e-37	0.96
chr16-115	chr16	16061359	16061575	+	16.2	0.788	72.000000	50.0	6.0	8.34	7.46e-29	11.85	1.10e-50	1.00
chr19-92	chr19	13574979	13575195	+	16.2	0.866	73.000000	50.7	1.0	50.71	1.23e-65	22.86	5.50e-70	0.96
chr21-35	chr21	43484850	43485066	+	16.2	0.794	74.000000	50.0	1.0	50.02	1.23e-65	18.85	1.20e-61	0.89
chr22-46	chr22	47494138	47494354	+	16.2	0.759	71.000000	50.0	1.0	50.02	1.23e-65	16.91	4.99e-61	1.00
chrX-61	chrX	112706134	112706350	+	16.2	0.870	78.000000	50.0	2.0	25.01	5.21e-51	25.16	7.27e-73	0.93
chr1-276	chr1	165827663	165827879	+	15.9	0.783	74.000000	49.3	3.0	16.44	2.08e-41	12.70	5.53e-52	0.93
chr1-284	chr1	200264379	200264595	+	15.9	0.814	72.000000	49.3	5.0	9.86	2.19e-31	14.62	5.34e-56	0.93
chr1-279	chr1	241852144	241852360	+	15.9	0.835	74.000000	49.3	0.5	98.64	1.77e-78	13.17	5.09e-53	0.94
chr2-271	chr2	201165484	201165700	+	15.9	0.745	71.000000	49.3	4.0	12.33	1.04e-35	9.58	4.48e-44	0.90
chr3-184	chr3	29294279	29294495	+	15.9	0.734	71.000000	49.3	6.0	8.22	6.24e-28	13.06	8.71e-53	0.97
chr3-189	chr3	132227483	132227699	+	15.9	0.717	70.000000	49.3	4.0	12.33	1.04e-35	11.69	5.94e-49	0.90
chr3-186	chr3	143320967	143321183	+	15.9	0.863	71.000000	49.3	3.0	16.44	2.08e-41	17.57	1.17e-59	0.89
chr3-181	chr3	171358276	171358492	+	15.9	0.871	73.000000	50.0	3.0	16.67	1.25e-42	14.10	5.73e-55	0.91
chr3-191	chr3	196099267	196099483	+	15.9	0.766	70.000000	49.3	1.0	49.32	6.17e-64	13.12	6.66e-53	0.99
chr4-170	chr4	20302086	20302302	+	15.9	0.783	74.000000	49.3	7.0	7.05	4.48e-25	14.16	4.28e-55	0.89
chr4-174	chr4	84140637	84140853	+	15.9	0.721	72.000000	50.0	4.0	12.50	8.28e-37	13.68	4.25e-54	0.93
chr4-175	chr4	122147536	122147752	+	15.9	0.865	72.000000	49.3	5.0	9.86	2.19e-31	14.22	1.90e-54	0.85
chr5-171	chr5	97962452	97962668	+	15.9	0.860	71.000000	49.3	4.0	12.33	1.04e-35	15.46	1.27e-57	0.86
chr6-173	chr6	45536887	45537103	+	15.9	0.796	72.000000	49.3	2.0	24.66	1.30e-49	14.04	7.66e-55	0.91
chr7-185	chr7	98028781	98028997	+	15.9	0.810	70.000000	49.3	3.0	16.44	2.08e-41	14.04	7.66e-55	0.97
chr9-136	chr9	27662146	27662362	+	15.9	0.848	70.000000	49.3	1.0	49.32	6.17e-64	18.35	9.88e-62	0.98
chr10-179	chr10	566461	566677	+	15.9	0.777	72.000000	49.3	2.0	24.66	1.30e-49	21.06	1.27e-66	0.85
chr11-127	chr11	97562778	97562994	+	15.9	0.854	74.000000	49.3	3.0	16.44	2.08e-41	19.01	9.38e-63	0.93
chr11-132	chr11	123549031	123549247	+	15.9	0.889	71.000000	49.3	2.0	24.66	1.30e-49	15.17	2.70e-56	0.86
chr12-178	chr12	96613601	96613817	+	15.9	0.785	73.000000	49.3	3.0	16.44	2.08e-41	11.31	1.06e-48	0.96
chr14-95	chr14	38189454	38189670	+	15.9	0.765	73.000000	49.3	4.0	12.33	1.04e-35	14.10	5.73e-55	0.90
chr15-93	chr15	66106176	66106392	+	15.9	0.851	71.000000	49.3	1.0	49.32	6.17e-64	18.56	4.55e-62	0.93
chr16-120	chr16	13547248	13547464	+	15.9	0.860	71.000000	49.3	2.0	24.66	1.30e-49	24.07	1.47e-70	0.93
chr16-117	chr16	49150844	49151060	+	15.9	0.796	72.000000	49.3	2.0	24.66	1.30e-49	18.40	1.15e-62	0.89
chr16-118	chr16	74779720	74779936	+	15.9	0.759	72.000000	49.3	2.0	24.66	1.30e-49	11.04	5.16e-48	0.90
chr16-119	chr16	75121132	75121348	+	15.9	0.762	72.000000	49.3	2.0	24.66	1.30e-49	12.60	9.27e-52	0.89
chr18-63	chr18	9436281	9436497	+	15.9	0.800	70.000000	49.3	7.0	7.05	4.48e-25	18.08	3.64e-62	0.99
chr19-94	chr19	22195214	22195430	+	15.9	0.888	70.000000	49.3	0.5	98.64	1.77e-78	38.11	2.89e-84	1.01
chr21-33	chr21	40365635	40365851	+	15.9	0.784	74.000000	50.0	2.0	25.01	5.21e-51	15.85	2.50e-58	0.97
chr21-38	chr21	47300838	47301054	+	15.9	0.806	71.000000	50.0	3.0	16.67	1.25e-42	14.82	1.27e-55	0.90
chrX-64	chrX	33974578	33974794	+	15.9	0.872	73.000000	49.3	0.5	98.64	1.77e-78	46.39	3.45e-90	0.90
chrX-63	chrX	104262345	104262561	+	15.9	0.854	74.000000	51.4	0.5	102.81	1.74e-82	32.66	1.21e-79	0.89
chr1-286	chr1	18519546	18519762	+	15.7	0.835	71.000000	48.6	2.0	24.31	3.20e-48	17.98	2.65e-60	0.85
chr1-291	chr1	162515181	162515397	+	15.7	0.733	70.000000	49.3	3.0	16.44	2.08e-41	12.65	1.90e-50	0.89
chr1-287	chr1	177884010	177884226	+	15.7	0.741	71.000000	48.6	6.0	8.10	5.11e-27	16.52	1.00e-58	0.92
chr1-293	chr1	229598319	229598535	+	15.7	0.821	70.000000	48.6	1.0	48.63	3.03e-62	13.90	8.09e-54	0.92
chr2-257	chr2	27618321	27618537	+	15.7	0.853	74.000000	50.7	1.0	50.71	1.23e-65	15.25	1.97e-56	0.93
chr2-272	chr2	72680495	72680711	+	15.7	0.908	70.000000	48.6	2.0	24.31	3.20e-48	13.70	1.13e-52	0.88
chr2-265	chr2	203455891	203456107	+	15.7	0.890	73.000000	48.6	0.5	97.25	1.74e-76	14.68	2.35e-55	0.95
chr2-273	chr2	227396671	227396887	+	15.7	0.784	70.000000	48.6	2.0	24.31	3.20e-48	11.19	4.37e-47	0.95
chr3-188	chr3	53295830	53296046	+	15.7	0.828	70.000000	48.6	1.0	48.63	3.03e-62	16.44	1.41e-58	0.90
chr3-190	chr3	141084705	141084921	+	15.7	0.719	70.000000	48.6	4.0	12.16	1.27e-34	7.75	8.92e-38	0.89
chr4-183	chr4	153382194	153382410	+	15.7	0.838	69.000000	48.6	3.0	16.21	3.41e-40	11.86	2.28e-49	0.95
chr5-168	chr5	2086500	2086716	+	15.7	0.806	71.000000	48.6	1.0	48.63	3.03e-62	16.88	2.48e-59	0.88
chr5-169	chr5	56983714	56983930	+	15.7	0.837	71.000000	48.6	1.0	48.63	3.03e-62	12.52	7.03e-51	0.96
chr5-170	chr5	84616465	84616681	+	15.7	0.859	71.000000	48.6	2.0	24.31	3.20e-48	13.90	8.09e-54	0.92
chr5-165	chr5	148808646	148808862	+	15.7	0.757	73.000000	48.6	6.0	8.10	5.11e-27	12.42	1.17e-50	0.93
chr5-167	chr5	172086920	172087136	+	15.7	0.847	72.000000	48.6	1.0	48.63	3.03e-62	20.23	1.51e-64	0.92
chr6-175	chr6	64237634	64237850	+	15.7	0.798	70.000000	48.6	9.0	5.40	7.74e-20	8.20	2.95e-39	0.92
chr7-186	chr7	127052189	127052405	+	15.7	0.733	70.000000	48.6	3.0	16.21	3.41e-40	10.25	2.61e-45	0.89
chr8-178	chr8	100811828	100812044	+	15.7	0.750	71.000000	48.6	7.0	6.95	3.14e-24	8.35	9.51e-40	1.00
chr9-134	chr9	22037317	22037533	+	15.7	0.833	71.000000	48.6	6.0	8.10	5.11e-27	12.47	9.07e-51	0.92
chr10-173	chr10	55379533	55379749	+	15.7	0.842	76.000000	50.7	2.0	25.36	5.21e-51	21.04	1.10e-65	0.92
chr11-137	chr11	72491665	72491881	+	15.7	0.837	70.000000	48.6	9.0	5.40	7.74e-20	16.44	1.41e-58	0.93
chr11-131	chr11	76278428	76278644	+	15.7	0.845	71.000000	48.6	1.0	48.63	3.03e-62	14.33	3.72e-53	0.94
chr13-79	chr13	36173532	36173748	+	15.7	0.826	71.000000	48.6	5.0	9.73	2.15e-30	14.75	1.73e-55	0.92
chr13-77	chr13	99878704	99878920	+	15.7	0.807	73.000000	49.3	3.0	16.44	2.08e-41	12.54	3.19e-50	1.04
chr15-92	chr15	36160922	36161138	+	15.7	0.792	71.000000	50.0	2.0	25.01	5.21e-51	16.97	1.74e-59	0.90
chr17-134	chr17	41917280	41917496	+	15.7	0.752	72.000000	48.6	8.0	6.08	7.20e-22	13.72	1.90e-53	0.90
chr18-62	chr18	9054953	9055169	+	15.7	0.832	72.000000	49.3	3.0	16.44	2.08e-41	15.17	2.70e-56	0.93
chr18-65	chr18	67019773	67019989	+	15.7	0.838	68.000000	48.6	2.0	24.31	3.20e-48	15.17	1.60e-55	1.00
chr19-93	chr19	1773383	1773599	+	15.7	0.711	72.000000	48.6	9.0	5.40	7.74e-20	12.52	7.03e-51	0.96
chr19-98	chr19	5682936	5683152	+	15.7	0.808	69.000000	49.3	3.0	16.44	2.08e-41	13.54	4.40e-53	1.00
chr19-99	chr19	11911390	11911606	+	15.7	0.847	69.000000	48.6	1.0	48.63	3.03e-62	21.47	2.87e-66	0.90
chr19-95	chr19	38894296	38894512	+	15.7	0.765	70.000000	48.6	0.5	97.25	1.74e-76	14.68	2.35e-55	0.88
chr20-67	chr20	46294055	46294271	+	15.7	0.798	71.000000	49.3	3.0	16.44	2.08e-41	19.48	1.86e-63	0.95
chr21-36	chr21	34633947	34634163	+	15.7	0.775	72.000000	48.6	2.0	24.31	3.20e-48	16.97	1.74e-59	0.95
chr22-45	chr22	27489937	27490153	+	15.7	0.780	71.000000	49.3	3.0	16.44	2.08e-41	19.13	6.28e-63	0.98
chrX-67	chrX	62766817	62767033	+	15.7	0.870	70.000000	48.6	1.0	48.63	3.03e-62	26.82	9.69e-72	1.00
chr1-301	chr1	15629681	15629897	+	15.5	0.890	67.000000	48.6	2.0	24.31	3.20e-48	18.58	2.27e-60	0.92
chr1-297	chr1	30272046	30272262	+	15.5	0.859	68.000000	47.9	2.0	23.97	7.68e-47	20.60	3.60e-64	0.89
chr1-290	chr1	42872809	42873025	+	15.5	0.832	70.000000	48.6	7.0	6.95	3.14e-24	18.74	1.78e-61	0.91
chr1-282	chr1	103489725	103489941	+	15.5	0.929	73.000000	47.9	2.0	23.97	7.68e-47	18.97	8.08e-62	0.95
chr1-298	chr1	111447204	111447420	+	15.5	0.755	68.000000	47.9	4.0	11.98	1.53e-33	15.88	5.24e-56	0.88
chr1-289	chr1	229173891	229174107	+	15.5	0.802	71.000000	47.9	6.0	7.99	4.10e-26	11.61	4.34e-48	0.97
chr2-268	chr2	21585062	21585278	+	15.5	0.882	71.000000	48.6	2.0	24.31	3.20e-48	26.59	1.71e-71	0.92
chr2-285	chr2	48292309	48292525	+	15.5	0.804	67.000000	47.9	6.0	7.99	4.10e-26	14.74	1.03e-54	0.89
chr2-269	chr2	164441003	164441219	+	15.5	0.857	71.000000	48.6	3.0	16.21	3.41e-40	18.97	8.08e-62	0.91
chr2-280	chr2	197224850	197225066	+	15.5	0.798	69.000000	47.9	3.0	15.98	5.46e-39	18.19	1.24e-60	0.91
chr3-193	chr3	103191107	103191323	+	15.5	0.871	69.000000	48.6	4.0	12.16	1.27e-34	13.70	1.13e-52	0.89
chr3-194	chr3	128375625	128375841	+	15.5	0.776	69.000000	47.9	1.0	47.93	1.45e-60	17.78	5.60e-60	0.93
chr4-182	chr4	109755373	109755589	+	15.5	0.832	69.000000	47.9	2.0	23.97	7.68e-47	14.08	2.02e-53	0.91
chr5-173	chr5	87687290	87687506	+	15.5	0.736	70.000000	47.9	1.0	47.93	1.45e-60	12.01	5.01e-49	0.97
chr5-175	chr5	95411365	95411581	+	15.5	0.835	69.000000	47.9	6.0	7.99	4.10e-26	11.48	8.77e-48	0.95
chr6-181	chr6	139773772	139773988	+	15.5	0.798	68.000000	47.9	5.0	9.59	2.07e-29	15.32	8.52e-56	0.92
chr7-187	chr7	28060076	28060292	+	15.5	0.863	69.000000	47.9	3.0	15.98	5.46e-39	15.48	4.49e-56	0.93
chr7-190	chr7	99524059	99524275	+	15.5	0.771	68.000000	47.9	4.0	11.98	1.53e-33	13.47	3.44e-52	0.98
chr8-181	chr8	96237876	96238092	+	15.5	0.755	69.000000	47.9	4.0	11.98	1.53e-33	9.04	2.50e-41	0.92
chr8-182	chr8	144627403	144627619	+	15.5	0.911	69.000000	47.9	5.0	9.59	2.07e-29	11.52	3.17e-47	0.95
chr9-137	chr9	3530608	3530824	+	15.5	0.868	69.000000	47.9	1.0	47.93	1.45e-60	10.51	2.24e-45	0.92
chr10-181	chr10	29733170	29733386	+	15.5	0.814	70.000000	48.6	5.0	9.73	2.15e-30	10.44	3.41e-45	0.92
chr10-182	chr10	50156792	50157008	+	15.5	0.785	70.000000	47.9	3.0	15.98	5.46e-39	22.88	3.19e-66	0.97
chr10-183	chr10	53699297	53699513	+	15.5	0.837	70.000000	47.9	3.0	15.98	5.46e-39	20.88	1.50e-64	0.93
chr12-179	chr12	43980527	43980743	+	15.5	0.795	72.000000	47.9	2.0	23.97	7.68e-47	15.40	6.19e-56	0.93
chr12-181	chr12	68525876	68526092	+	15.5	0.790	67.000000	47.9	3.0	15.98	5.46e-39	17.38	2.44e-59	0.98
chr14-97	chr14	55679488	55679704	+	15.5	0.806	72.000000	50.0	2.0	25.01	5.21e-51	14.40	4.65e-54	0.86
chr14-94	chr14	58004142	58004358	+	15.5	0.854	74.000000	47.9	1.0	47.93	1.45e-60	25.09	8.11e-70	0.93
chr14-99	chr14	96946763	96946979	+	15.5	0.860	71.000000	47.9	4.0	11.98	1.53e-33	21.60	1.58e-65	0.93
chr15-96	chr15	71740097	71740313	+	15.5	0.787	69.000000	47.9	3.0	15.98	5.46e-39	11.69	2.71e-48	0.86
chr16-122	chr16	53075712	53075928	+	15.5	0.833	67.000000	48.6	2.0	24.31	3.20e-48	17.48	1.70e-59	1.00
chr17-131	chr17	37313789	37314005	+	15.5	0.829	74.000000	47.9	0.5	95.86	1.67e-74	12.59	2.47e-50	0.98
chr17-135	chr17	74801720	74801936	+	15.5	0.802	70.000000	47.9	3.0	15.98	5.46e-39	12.20	1.87e-49	0.97
chr19-97	chr19	47721333	47721549	+	15.5	0.772	70.000000	47.9	1.0	47.93	1.45e-60	14.27	8.40e-54	0.91
chr20-69	chr20	13841863	13842079	+	15.5	0.800	68.000000	47.9	2.0	23.97	7.68e-47	19.56	1.06e-62	0.98
chr1-294	chr1	12700621	12700837	+	15.3	0.766	69.000000	47.2	2.0	23.62	7.68e-47	19.78	4.02e-62	0.87
chr1-296	chr1	109839558	109839774	+	15.3	0.824	69.000000	47.2	3.0	15.75	5.46e-39	20.98	7.30e-63	0.96
chr1-292	chr1	171853772	171853988	+	15.3	0.764	70.000000	47.2	6.0	7.87	4.10e-26	12.46	2.41e-49	0.94
chr1-300	chr1	184961505	184961721	+	15.3	0.760	68.000000	47.2	2.0	23.62	7.68e-47	14.39	2.76e-53	0.88
chr1-307	chr1	245960997	245961213	+	15.3	0.887	66.000000	47.2	6.0	7.87	4.10e-26	16.87	7.28e-57	0.96
chr2-275	chr2	57824514	57824730	+	15.3	0.794	69.000000	47.2	4.0	11.81	1.53e-33	13.56	1.17e-51	0.91
chr2-283	chr2	98905639	98905855	+	15.3	0.828	68.000000	47.2	8.0	5.90	4.34e-21	14.67	8.31e-54	0.91
chr2-287	chr2	119998120	119998336	+	15.3	0.794	67.000000	47.9	3.0	15.98	5.46e-39	14.66	2.94e-52	0.88
chr2-281	chr2	236609993	236610209	+	15.3	0.792	69.000000	47.2	3.0	15.75	5.46e-39	14.06	1.20e-52	0.88
chr3-196	chr3	113472867	113473083	+	15.3	0.759	68.000000	47.2	4.0	11.81	1.53e-33	10.36	2.36e-44	0.92
chr3-198	chr3	138393054	138393270	+	15.3	0.846	67.000000	47.2	0.5	94.47	1.67e-74	12.94	2.33e-50	0.92
chr4-188	chr4	53174357	53174573	+	15.3	0.815	66.000000	47.2	8.0	5.90	4.34e-21	13.26	7.29e-49	0.90
chr4-179	chr4	146799594	146799810	+	15.3	0.843	70.000000	47.9	1.0	47.93	1.45e-60	11.35	8.01e-47	0.95
chr4-181	chr4	183657491	183657707	+	15.3	0.862	70.000000	47.2	1.0	47.24	1.45e-60	14.88	3.32e-54	0.92
chr5-177	chr5	74539034	74539250	+	15.3	0.894	68.000000	47.9	5.0	9.59	2.07e-29	12.23	3.86e-48	0.93
chr5-176	chr5	106717342	106717558	+	15.3	0.859	69.000000	47.2	3.0	15.75	5.46e-39	14.25	2.97e-52	0.91
chr6-178	chr6	3470500	3470716	+	15.3	0.746	68.000000	47.2	6.0	7.87	4.10e-26	13.75	5.03e-52	0.99
chr6-183	chr6	15066951	15067167	+	15.3	0.774	67.000000	47.2	6.0	7.87	4.10e-26	13.81	3.79e-52	0.89
chr6-179	chr6	116562498	116562714	+	15.3	0.875	68.000000	47.9	4.0	11.98	1.53e-33	11.93	3.71e-48	0.94
chr6-185	chr6	142698489	142698705	+	15.3	0.902	67.000000	47.2	6.0	7.87	4.10e-26	10.61	5.40e-45	0.92
chr6-177	chr6	144899668	144899884	+	15.3	0.843	70.000000	47.9	4.0	11.98	1.53e-33	10.91	9.52e-46	0.92
chr7-188	chr7	118395313	118395529	+	15.3	0.826	69.000000	47.2	1.0	47.24	1.45e-60	13.56	1.17e-51	0.89
chr8-183	chr8	8983999	8984215	+	15.3	0.814	68.000000	47.2	6.0	7.87	4.10e-26	12.41	3.11e-49	0.97
chr8-180	chr8	27167255	27167471	+	15.3	0.860	69.000000	47.2	0.5	94.47	1.67e-74	11.79	7.66e-48	0.91
chr8-179	chr8	29439529	29439745	+	15.3	0.856	70.000000	47.2	8.0	5.90	4.34e-21	14.67	8.31e-54	0.91
chr8-185	chr8	71522507	71522723	+	15.3	0.792	68.000000	47.2	5.0	9.45	2.07e-29	8.03	1.23e-37	0.88
chr8-177	chr8	93547575	93547791	+	15.3	0.827	72.000000	47.2	6.0	7.87	4.10e-26	10.02	1.82e-43	0.88
chr9-138	chr9	89959011	89959227	+	15.3	0.773	69.000000	47.2	1.0	47.24	1.45e-60	21.00	8.38e-64	0.94
chr10-185	chr10	115100964	115101180	+	15.3	0.800	69.000000	47.2	2.0	23.62	7.68e-47	11.15	1.14e-45	0.91
chr11-133	chr11	9232409	9232625	+	15.3	0.789	70.000000	47.2	3.0	15.75	5.46e-39	11.89	2.16e-47	0.93
chr11-138	chr11	69909762	69909978	+	15.3	0.842	69.000000	47.2	8.0	5.90	4.34e-21	14.88	3.32e-54	0.92
chr11-147	chr11	114069430	114069646	+	15.3	0.786	67.000000	47.2	1.0	47.24	1.45e-60	20.30	7.42e-63	0.97
chr13-80	chr13	87236022	87236238	+	15.3	0.881	69.000000	47.2	1.0	47.24	1.45e-60	21.90	5.50e-65	0.91
chr15-94	chr15	29387035	29387251	+	15.3	0.833	70.000000	47.2	1.0	47.24	1.45e-60	24.14	9.68e-68	0.88
chr15-91	chr15	31489640	31489856	+	15.3	0.771	72.000000	47.2	4.0	11.81	1.53e-33	20.85	1.30e-63	0.91
chr17-140	chr17	79690966	79691182	+	15.3	0.779	68.000000	47.2	8.0	5.90	4.34e-21	11.48	4.00e-47	0.87
chr20-68	chr20	6635517	6635733	+	15.3	0.897	68.000000	47.2	0.5	94.47	1.67e-74	30.06	5.62e-74	0.95
chr21-40	chr21	36453260	36453476	+	15.3	0.848	69.000000	47.2	2.0	23.62	7.68e-47	14.33	3.72e-53	0.92
chr21-39	chr21	36904390	36904606	+	15.3	0.835	70.000000	47.2	0.5	94.47	1.67e-74	17.82	3.28e-59	0.91
chr21-42	chr21	45735626	45735842	+	15.3	0.784	68.000000	47.2	1.0	47.24	1.45e-60	27.87	8.01e-72	0.88
chr22-49	chr22	47018056	47018272	+	15.3	0.909	68.000000	47.2	0.5	94.47	1.67e-74	26.66	1.47e-70	0.94
chrX-69	chrX	100251624	100251840	+	15.3	0.802	68.000000	47.9	2.0	23.97	7.68e-47	27.87	8.01e-72	0.89
chrX-68	chrX	117265561	117265777	+	15.3	0.812	69.000000	47.2	3.0	15.75	5.46e-39	26.43	2.60e-70	0.91
chrX-70	chrX	134637354	134637570	+	15.3	0.841	68.000000	47.2	4.0	11.81	1.53e-33	23.22	1.20e-66	0.91
chr1-304	chr1	32529987	32530203	+	15.0	0.878	66.000000	46.5	0.5	93.09	1.57e-72	13.37	1.59e-50	1.03
chr1-295	chr1	49020997	49021213	+	15.0	0.822	69.000000	46.5	0.5	93.09	1.57e-72	20.98	7.30e-63	0.91
chr1-299	chr1	151962840	151963056	+	15.0	0.761	68.000000	46.5	5.0	9.31	1.95e-28	7.63	8.13e-36	0.88
