# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Sox2
#
# total peaks = 2236
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1717745.0
# Total tags in peaks = 47099.0
# Approximate IP efficiency = 2.74%
# tags per bp = 0.000826
# expected tags per peak = 0.062
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.834966e-07
# FDR tag threshold = 4.0
# number of putative peaks = 101193
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 93712
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 5245
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Sox2 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-902	17	63414780	63414854	+	110.6	0.543	17.000000	19.0	2.0	9.52	6.25e-13	9.90	3.20e-13	0.95
17-1035	17	65450173	65450247	+	110.6	0.667	16.000000	19.0	4.0	4.76	5.00e-08	9.42	7.53e-13	1.01
17-711	17	71173591	71173665	+	110.6	0.622	19.000000	19.0	4.0	4.76	5.00e-08	11.48	2.46e-14	0.89
17-1199	17	73879721	73879795	+	110.6	0.613	15.000000	19.0	1.0	19.04	2.91e-18	13.97	7.82e-16	1.07
17-713	17	75097348	75097422	+	110.6	0.629	19.000000	19.0	1.0	19.04	2.91e-18	11.03	2.26e-13	0.85
17-803	17	75233385	75233459	+	110.6	0.628	18.000000	19.0	1.0	19.04	2.91e-18	11.33	3.11e-14	0.95
17-714	17	79178443	79178517	+	110.6	0.786	19.000000	19.0	1.0	19.04	2.91e-18	12.76	3.85e-15	0.89
17-805	17	79746216	79746290	+	110.6	0.800	18.000000	19.0	3.0	6.35	5.41e-10	8.52	4.10e-12	1.01
17-925	17	83011035	83011109	+	110.6	0.618	17.000000	19.0	0.5	38.08	9.15e-24	14.53	3.87e-16	0.95
17-1051	17	83527810	83527884	+	110.6	0.553	16.000000	19.0	4.0	4.76	5.00e-08	4.39	1.71e-07	1.01
17-812	17	83989159	83989233	+	110.6	0.778	18.000000	19.0	4.0	4.76	5.00e-08	8.49	4.34e-12	1.01
17-719	17	84720780	84720854	+	110.6	0.980	19.000000	20.0	0.5	40.08	2.28e-25	5.49	5.47e-09	1.01
17-932	17	86662458	86662532	+	110.6	0.595	17.000000	19.0	2.0	9.52	6.25e-13	9.90	3.20e-13	0.95
17-659	17	86668358	86668432	+	110.6	0.641	20.000000	19.0	2.0	9.52	6.25e-13	6.91	1.36e-10	0.95
17-813	17	87446837	87446911	+	110.6	0.806	18.000000	19.0	4.0	4.76	5.00e-08	5.94	1.55e-09	0.95
17-662	17	88706243	88706317	+	110.6	0.674	20.000000	20.0	3.0	6.68	8.03e-11	8.14	8.95e-12	0.89
17-937	17	91432180	91432254	+	110.6	0.700	17.000000	19.0	2.0	9.52	6.25e-13	11.48	2.46e-14	0.95
17-818	17	93466116	93466190	+	110.6	0.615	18.000000	19.0	2.0	9.52	6.25e-13	10.31	6.79e-13	0.96
17-1062	17	93910541	93910615	+	110.6	0.757	16.000000	20.0	4.0	5.01	9.87e-09	8.01	1.17e-11	1.07
17-724	17	5089745	5089819	+	104.8	0.840	18.000000	18.0	4.0	4.51	2.41e-07	6.17	2.33e-09	0.85
17-665	17	5260479	5260553	+	104.8	0.622	19.000000	18.0	3.0	6.01	3.46e-09	10.14	8.99e-13	0.85
17-1240	17	7169429	7169503	+	104.8	0.667	14.000000	18.0	3.0	6.01	3.46e-09	9.34	3.39e-12	1.09
17-945	17	10150315	10150389	+	104.8	0.760	16.000000	18.0	4.0	4.51	2.41e-07	12.15	4.53e-14	1.02
17-946	17	10228355	10228429	+	104.8	0.771	16.000000	18.0	3.0	6.01	3.46e-09	9.82	6.16e-12	0.97
17-734	17	11891845	11891919	+	104.8	0.741	18.000000	18.0	1.0	18.04	5.55e-17	12.34	3.51e-14	0.90
17-1082	17	12119834	12119908	+	104.8	0.733	15.000000	18.0	3.0	6.01	3.46e-09	5.18	3.24e-08	1.09
17-1083	17	12120342	12120416	+	104.8	0.765	15.000000	18.0	4.0	4.51	2.41e-07	5.31	5.48e-08	1.04
17-737	17	14216502	14216576	+	104.8	0.733	18.000000	18.0	2.0	9.02	5.99e-12	9.84	1.45e-12	0.90
17-738	17	14218348	14218422	+	104.8	0.639	18.000000	18.0	4.0	4.51	2.41e-07	8.99	6.32e-12	0.96
17-739	17	14259013	14259087	+	104.8	0.677	18.000000	18.0	3.0	6.01	3.46e-09	13.23	1.10e-14	0.85
17-951	17	15635651	15635725	+	104.8	0.947	16.000000	18.0	2.0	9.02	5.99e-12	8.66	1.15e-11	0.96
17-952	17	15747062	15747136	+	104.8	0.657	16.000000	18.0	3.0	6.01	3.46e-09	7.23	6.27e-10	0.97
17-956	17	17845832	17845906	+	104.8	0.839	16.000000	18.0	2.0	9.02	5.99e-12	9.76	1.66e-12	1.02
17-742	17	22590496	22590570	+	104.8	0.808	18.000000	18.0	0.5	36.07	3.49e-22	12.43	1.59e-13	0.91
17-837	17	23630362	23630436	+	104.8	0.793	17.000000	18.0	0.5	36.07	3.49e-22	7.20	2.16e-10	0.90
17-839	17	23843304	23843378	+	104.8	0.639	17.000000	18.0	4.0	4.51	2.41e-07	7.35	4.93e-10	0.97
17-746	17	24720164	24720238	+	104.8	0.700	18.000000	18.0	2.0	9.02	5.99e-12	4.55	2.15e-07	0.96
17-966	17	27635170	27635244	+	104.8	0.667	16.000000	18.0	4.0	4.51	2.41e-07	5.20	3.04e-08	1.02
17-753	17	28000988	28001062	+	104.8	0.710	18.000000	19.0	2.0	9.52	6.25e-13	9.49	1.04e-11	0.85
17-617	17	28926578	28926652	+	104.8	0.818	20.000000	18.0	3.0	6.01	3.46e-09	5.88	4.83e-09	0.85
17-970	17	29056939	29057013	+	104.8	0.676	16.000000	18.0	1.0	18.04	5.55e-17	7.17	2.27e-10	0.96
17-972	17	29268841	29268915	+	104.8	0.724	16.000000	18.0	2.0	9.02	5.99e-12	5.88	4.83e-09	0.96
17-974	17	29996180	29996254	+	104.8	0.667	16.000000	18.0	3.0	6.01	3.46e-09	10.45	5.49e-13	1.02
17-1129	17	30639188	30639262	+	104.8	0.724	15.000000	18.0	3.0	6.01	3.46e-09	9.93	1.27e-12	1.02
17-857	17	31326612	31326686	+	104.8	0.535	17.000000	18.0	3.0	6.01	3.46e-09	4.67	1.46e-07	0.90
17-979	17	31326777	31326851	+	104.8	0.684	16.000000	18.0	3.0	6.01	3.46e-09	4.67	1.46e-07	1.02
17-858	17	31423153	31423227	+	104.8	0.541	17.000000	18.0	2.0	9.02	5.99e-12	5.40	1.73e-08	1.02
17-760	17	32901948	32902022	+	104.8	0.794	18.000000	20.0	2.0	10.02	6.21e-14	6.00	3.57e-09	0.90
17-860	17	33865624	33865698	+	104.8	0.649	17.000000	18.0	3.0	6.01	3.46e-09	13.69	6.22e-15	0.90
17-621	17	33908841	33908915	+	104.8	0.629	20.000000	19.0	4.0	4.76	5.00e-08	4.80	9.74e-08	0.85
17-1137	17	33929443	33929517	+	104.8	0.706	15.000000	19.0	3.0	6.35	5.41e-10	5.73	7.24e-09	1.09
17-861	17	33980302	33980376	+	104.8	0.767	17.000000	18.0	1.0	18.04	5.55e-17	6.67	7.01e-10	1.02
17-862	17	34003574	34003648	+	104.8	0.657	17.000000	18.0	3.0	6.01	3.46e-09	8.79	9.06e-12	0.90
17-763	17	34162293	34162367	+	104.8	0.418	18.000000	18.0	2.0	9.02	5.99e-12	9.16	4.64e-12	0.90
17-879	17	43558533	43558607	+	104.8	0.528	17.000000	18.0	1.0	18.04	5.55e-17	6.21	5.77e-09	0.91
17-891	17	47739760	47739834	+	104.8	0.697	17.000000	18.0	4.0	4.51	2.41e-07	4.41	6.90e-07	0.91
17-893	17	48707741	48707815	+	104.8	0.667	17.000000	18.0	3.0	6.01	3.46e-09	13.23	1.10e-14	0.90
17-788	17	54658489	54658563	+	104.8	0.722	18.000000	18.0	1.0	18.04	5.55e-17	13.02	1.44e-14	0.96
17-795	17	63526582	63526656	+	104.8	0.863	18.000000	18.0	4.0	4.51	2.41e-07	9.76	1.66e-12	0.90
17-904	17	64442003	64442077	+	104.8	0.786	17.000000	18.0	1.0	18.04	5.55e-17	13.09	1.32e-14	0.96
17-906	17	64666174	64666248	+	104.8	0.622	17.000000	18.0	2.0	9.02	5.99e-12	9.57	2.31e-12	0.90
17-1033	17	65221823	65221897	+	104.8	0.818	16.000000	18.0	3.0	6.01	3.46e-09	10.14	8.99e-13	0.96
17-1037	17	68411620	68411694	+	104.8	0.704	16.000000	18.0	1.0	18.04	5.55e-17	18.44	2.81e-16	0.97
17-913	17	70707158	70707232	+	104.8	0.750	17.000000	18.0	2.0	9.02	5.99e-12	8.21	9.46e-11	0.97
17-1038	17	70805934	70806008	+	104.8	0.667	16.000000	18.0	3.0	6.01	3.46e-09	6.49	1.07e-09	0.96
17-799	17	70872260	70872334	+	104.8	0.500	18.000000	18.0	2.0	9.02	5.99e-12	4.04	1.11e-06	0.96
17-918	17	72606417	72606491	+	104.8	0.815	17.000000	18.0	3.0	6.01	3.46e-09	10.31	6.79e-13	0.90
17-919	17	74138665	74138739	+	104.8	0.576	17.000000	18.0	2.0	9.02	5.99e-12	10.36	6.33e-13	0.90
17-1042	17	76451493	76451567	+	104.8	0.774	16.000000	18.0	2.0	9.02	5.99e-12	13.38	9.09e-15	0.96
17-921	17	78480070	78480144	+	104.8	0.828	17.000000	18.0	2.0	9.02	5.99e-12	12.28	3.82e-14	0.96
17-1207	17	79896031	79896105	+	104.8	0.590	15.000000	19.0	4.0	4.76	5.00e-08	5.82	5.61e-09	1.09
17-807	17	80450155	80450229	+	104.8	0.622	18.000000	18.0	0.5	36.07	3.49e-22	7.94	4.59e-11	0.90
17-716	17	80482871	80482945	+	104.8	0.541	19.000000	18.0	4.0	4.51	2.41e-07	5.25	2.67e-08	0.85
17-1454	17	82874237	82874311	+	104.8	0.742	14.000000	18.0	3.0	6.01	3.46e-09	12.60	2.47e-14	1.18
17-928	17	84656713	84656787	+	104.8	0.727	17.000000	18.0	2.0	9.02	5.99e-12	9.80	2.62e-11	0.85
17-931	17	85645835	85645909	+	104.8	0.559	17.000000	18.0	3.0	6.01	3.46e-09	6.06	8.23e-09	0.91
17-1222	17	86145071	86145145	+	104.8	0.750	15.000000	18.0	3.0	6.01	3.46e-09	4.33	4.27e-07	1.02
17-1223	17	86602020	86602094	+	104.8	0.742	15.000000	18.0	4.0	4.51	2.41e-07	9.60	2.16e-12	1.02
17-1224	17	86880241	86880315	+	104.8	0.688	15.000000	18.0	3.0	6.01	3.46e-09	9.66	8.04e-12	1.04
17-1058	17	87495147	87495221	+	104.8	0.622	16.000000	19.0	4.0	4.76	5.00e-08	7.40	4.47e-10	0.97
17-815	17	88498535	88498609	+	104.8	0.667	18.000000	18.0	3.0	6.01	3.46e-09	9.20	4.36e-12	0.85
17-663	17	90768281	90768355	+	104.8	0.697	20.000000	18.0	1.0	18.04	5.55e-17	7.81	5.97e-11	0.90
17-722	17	90787631	90787705	+	104.8	0.776	19.000000	19.0	2.0	9.52	6.25e-13	4.42	1.41e-06	0.85
17-938	17	92607962	92608036	+	104.8	0.966	17.000000	18.0	3.0	6.01	3.46e-09	5.26	2.58e-08	0.96
17-1067	17	4196971	4197045	+	99.0	0.629	15.000000	17.0	2.0	8.52	5.43e-11	11.54	5.11e-13	0.97
17-942	17	6106467	6106541	+	99.0	0.679	16.000000	17.0	4.0	4.26	1.10e-06	8.89	2.83e-11	0.91
17-729	17	7537841	7537915	+	99.0	0.857	18.000000	17.0	3.0	5.68	2.10e-08	4.80	2.21e-07	0.91
17-730	17	8239867	8239941	+	99.0	0.760	18.000000	17.0	0.5	34.07	1.26e-20	7.81	2.00e-10	0.85
17-1080	17	10366413	10366487	+	99.0	0.622	15.000000	17.0	1.0	17.04	1.00e-15	6.92	1.20e-09	0.97
17-948	17	10531171	10531245	+	99.0	0.576	16.000000	17.0	3.0	5.68	2.10e-08	9.66	8.04e-12	0.91
17-733	17	10626821	10626895	+	99.0	0.579	18.000000	17.0	2.0	8.52	5.43e-11	7.70	2.46e-10	0.85
17-826	17	12112645	12112719	+	99.0	0.818	17.000000	17.0	4.0	4.26	1.10e-06	6.99	1.05e-09	0.91
17-827	17	13683875	13683949	+	99.0	0.564	17.000000	17.0	4.0	4.26	1.10e-06	5.17	7.83e-08	0.85
17-950	17	14693967	14694041	+	99.0	0.735	16.000000	17.0	2.0	8.52	5.43e-11	4.45	6.20e-07	0.97
17-953	17	16373911	16373985	+	99.0	0.808	16.000000	17.0	3.0	5.68	2.10e-08	8.65	4.28e-11	0.91
17-1265	17	18138793	18138867	+	99.0	0.607	14.000000	17.0	2.0	8.52	5.43e-11	13.80	3.04e-14	1.12
17-1095	17	21423212	21423286	+	99.0	0.625	15.000000	17.0	2.0	8.52	5.43e-11	9.45	1.11e-11	1.04
17-959	17	23610676	23610750	+	99.0	0.595	16.000000	17.0	4.0	4.26	1.10e-06	7.45	4.05e-10	0.91
17-961	17	24139752	24139826	+	99.0	0.719	16.000000	17.0	2.0	8.52	5.43e-11	6.48	9.12e-09	0.91
17-747	17	25762694	25762768	+	99.0	0.656	18.000000	17.0	2.0	8.52	5.43e-11	6.72	1.87e-09	0.91
17-843	17	26110142	26110216	+	99.0	0.585	17.000000	17.0	4.0	4.26	1.10e-06	4.83	2.03e-07	0.85
17-1107	17	26111271	26111345	+	99.0	0.667	15.000000	17.0	4.0	4.26	1.10e-06	4.72	2.79e-07	1.04
17-1108	17	26494964	26495038	+	99.0	0.656	15.000000	17.0	3.0	5.68	2.10e-08	7.81	6.70e-10	1.05
17-846	17	27555233	27555307	+	99.0	0.719	17.000000	17.0	3.0	5.68	2.10e-08	4.60	3.91e-07	0.91
17-1291	17	27592437	27592511	+	99.0	0.731	14.000000	17.0	1.0	17.04	1.00e-15	6.47	2.66e-08	0.99
17-1118	17	28079799	28079873	+	99.0	0.645	15.000000	17.0	2.0	8.52	5.43e-11	4.48	5.58e-07	1.04
17-848	17	28331533	28331607	+	99.0	0.703	17.000000	17.0	2.0	8.52	5.43e-11	4.50	5.28e-07	0.97
17-969	17	29056758	29056832	+	99.0	0.543	16.000000	17.0	2.0	8.52	5.43e-11	6.74	1.79e-09	0.91
17-1135	17	32986194	32986268	+	99.0	0.633	15.000000	17.0	1.0	17.04	1.00e-15	10.23	3.32e-12	1.04
17-864	17	34836843	34836917	+	99.0	0.579	17.000000	18.0	2.0	9.02	5.99e-12	9.22	1.63e-11	0.91
17-872	17	35861609	35861683	+	99.0	0.719	17.000000	17.0	2.0	8.52	5.43e-11	4.67	3.22e-07	0.91
17-1356	17	43127549	43127623	+	99.0	0.500	14.000000	17.0	2.0	8.52	5.43e-11	10.23	3.32e-12	1.04
17-1151	17	44174964	44175038	+	99.0	0.824	15.000000	17.0	2.0	8.52	5.43e-11	9.66	8.04e-12	0.97
17-885	17	46027713	46027787	+	99.0	0.415	17.000000	17.0	2.0	8.52	5.43e-11	6.36	1.17e-08	0.91
17-886	17	46160866	46160940	+	99.0	0.500	17.000000	17.0	4.0	4.26	1.10e-06	6.10	7.61e-09	0.85
17-1007	17	46556169	46556243	+	99.0	0.724	16.000000	18.0	3.0	6.01	3.46e-09	5.22	1.67e-07	0.91
17-890	17	47735848	47735922	+	99.0	0.722	17.000000	17.0	3.0	5.68	2.10e-08	4.22	1.24e-06	0.91
17-1164	17	47914648	47914722	+	99.0	0.514	15.000000	17.0	3.0	5.68	2.10e-08	5.39	4.33e-08	0.97
17-1013	17	48353156	48353230	+	99.0	0.792	16.000000	18.0	1.0	18.04	5.55e-17	9.30	1.44e-11	0.97
17-895	17	50068449	50068523	+	99.0	0.613	17.000000	17.0	1.0	17.04	1.00e-15	10.92	1.20e-12	0.91
17-1016	17	50783835	50783909	+	99.0	0.750	16.000000	17.0	2.0	8.52	5.43e-11	8.54	1.91e-10	0.91
17-1017	17	51677908	51677982	+	99.0	0.818	16.000000	17.0	0.5	34.07	1.26e-20	10.75	6.87e-12	0.91
17-787	17	53478533	53478607	+	99.0	0.677	18.000000	17.0	4.0	4.26	1.10e-06	4.67	6.91e-07	0.85
17-1028	17	61914890	61914964	+	99.0	0.559	16.000000	17.0	2.0	8.52	5.43e-11	14.70	1.11e-14	0.97
17-1428	17	67856140	67856214	+	99.0	0.613	14.000000	17.0	1.0	17.04	1.00e-15	12.78	1.02e-13	1.04
17-911	17	67981623	67981697	+	99.0	0.724	17.000000	17.0	1.0	17.04	1.00e-15	10.27	3.10e-12	0.85
17-1205	17	78508217	78508291	+	99.0	0.860	15.000000	17.0	2.0	8.52	5.43e-11	7.42	4.26e-10	1.04
17-1448	17	80290422	80290496	+	99.0	0.750	14.000000	17.0	4.0	4.26	1.10e-06	8.47	2.14e-10	1.05
17-1453	17	82199087	82199161	+	99.0	0.462	14.000000	17.0	0.5	34.07	1.26e-20	7.21	6.57e-10	1.04
17-1053	17	83957237	83957311	+	99.0	0.913	16.000000	17.0	3.0	5.68	2.10e-08	5.17	7.83e-08	0.91
17-1217	17	84270498	84270572	+	99.0	0.731	15.000000	17.0	3.0	5.68	2.10e-08	9.89	2.29e-11	0.98
17-930	17	85349135	85349209	+	99.0	0.541	17.000000	17.0	2.0	8.52	5.43e-11	9.41	1.19e-11	0.85
17-1462	17	86668117	86668191	+	99.0	0.750	14.000000	18.0	4.0	4.51	2.41e-07	6.06	8.23e-09	1.12
17-933	17	86691094	86691168	+	99.0	0.710	17.000000	17.0	2.0	8.52	5.43e-11	8.69	4.04e-11	0.91
17-1228	17	88066336	88066410	+	99.0	0.743	15.000000	17.0	2.0	8.52	5.43e-11	5.51	3.19e-08	0.97
17-817	17	90767613	90767687	+	99.0	0.704	18.000000	17.0	3.0	5.68	2.10e-08	7.08	2.65e-09	0.85
17-939	17	3114163	3114237	+	93.1	0.733	16.000000	16.0	2.0	8.02	4.66e-10	7.76	7.43e-10	0.91
17-1064	17	3199631	3199705	+	93.1	0.679	15.000000	16.0	2.0	8.02	4.66e-10	9.76	2.80e-11	0.98
17-940	17	3879364	3879438	+	93.1	0.645	16.000000	16.0	4.0	4.01	4.77e-06	11.03	4.72e-12	0.85
17-941	17	4748473	4748547	+	93.1	0.696	16.000000	16.0	4.0	4.01	4.77e-06	13.75	1.81e-13	0.85
17-1237	17	5440669	5440743	+	93.1	0.667	14.000000	16.0	4.0	4.01	4.77e-06	7.18	2.20e-09	0.98
17-1497	17	7757962	7758036	+	93.1	0.800	13.000000	16.0	1.0	16.03	1.70e-14	10.53	9.22e-12	1.05
17-1243	17	8710093	8710167	+	93.1	0.800	14.000000	16.0	4.0	4.01	4.77e-06	12.81	2.74e-12	0.99
17-1244	17	9167862	9167936	+	93.1	0.541	14.000000	16.0	2.0	8.02	4.66e-10	7.56	1.06e-09	0.98
17-944	17	10135300	10135374	+	93.1	0.679	16.000000	16.0	1.0	16.03	1.70e-14	11.26	3.47e-12	0.91
17-1081	17	10740320	10740394	+	93.1	0.862	15.000000	16.0	3.0	5.34	1.21e-07	8.90	1.06e-10	0.91
17-1255	17	14904997	14905071	+	93.1	0.750	14.000000	16.0	3.0	5.34	1.21e-07	10.38	1.14e-11	0.98
17-830	17	15467849	15467923	+	93.1	0.629	17.000000	17.0	3.0	5.68	2.10e-08	9.37	5.04e-11	0.85
17-831	17	15533053	15533127	+	93.1	0.643	17.000000	16.0	1.0	16.03	1.70e-14	8.21	3.34e-10	0.85
17-954	17	17059740	17059814	+	93.1	0.613	16.000000	18.0	4.0	4.51	2.41e-07	6.83	4.37e-09	0.91
17-1092	17	17487131	17487205	+	93.1	0.692	15.000000	16.0	2.0	8.02	4.66e-10	9.02	3.31e-10	0.92
17-1094	17	17826805	17826879	+	93.1	0.571	15.000000	16.0	0.5	32.07	4.28e-19	5.88	3.36e-08	0.91
17-957	17	21067119	21067193	+	93.1	0.528	16.000000	17.0	2.0	8.52	5.43e-11	8.79	1.27e-10	0.98
17-1276	17	23761855	23761929	+	93.1	0.621	14.000000	16.0	1.0	16.03	1.70e-14	7.43	1.36e-09	1.05
17-841	17	24151599	24151673	+	93.1	0.818	17.000000	16.0	4.0	4.01	4.77e-06	7.78	7.06e-10	0.85
17-1100	17	24414264	24414338	+	93.1	0.500	15.000000	16.0	3.0	5.34	1.21e-07	5.66	5.61e-08	0.91
17-962	17	24773446	24773520	+	93.1	0.654	16.000000	16.0	2.0	8.02	4.66e-10	7.99	4.89e-10	0.91
17-1104	17	24874496	24874570	+	93.1	0.579	15.000000	16.0	3.0	5.34	1.21e-07	5.74	4.69e-08	0.98
17-963	17	25507972	25508046	+	93.1	0.655	16.000000	16.0	4.0	4.01	4.77e-06	11.03	4.72e-12	0.85
17-1105	17	25823524	25823598	+	93.1	0.667	15.000000	16.0	4.0	4.01	4.77e-06	8.14	3.73e-10	1.05
17-1113	17	27189924	27189998	+	93.1	0.567	15.000000	16.0	3.0	5.34	1.21e-07	10.86	5.92e-12	0.91
17-1114	17	27704067	27704141	+	93.1	0.594	15.000000	16.0	4.0	4.01	4.77e-06	5.93	3.01e-08	0.98
17-1292	17	27840449	27840523	+	93.1	0.826	14.000000	16.0	3.0	5.34	1.21e-07	6.90	3.82e-09	0.98
17-850	17	28788637	28788711	+	93.1	0.625	17.000000	16.0	3.0	5.34	1.21e-07	4.00	4.85e-06	0.85
17-968	17	28865787	28865861	+	93.1	0.808	16.000000	16.0	1.0	16.03	1.70e-14	8.45	8.02e-10	0.99
17-1126	17	29212079	29212153	+	93.1	0.625	15.000000	16.0	4.0	4.01	4.77e-06	6.38	1.12e-08	0.98
17-973	17	29880381	29880455	+	93.1	0.618	16.000000	16.0	1.0	16.03	1.70e-14	7.01	3.05e-09	0.85
17-976	17	30377878	30377952	+	93.1	0.625	16.000000	16.0	1.0	16.03	1.70e-14	6.30	1.32e-08	0.98
17-1130	17	31138602	31138676	+	93.1	0.864	15.000000	16.0	1.0	16.03	1.70e-14	10.80	6.38e-12	0.91
17-977	17	31264379	31264453	+	93.1	0.488	16.000000	16.0	4.0	4.01	4.77e-06	4.26	4.58e-06	0.92
17-980	17	31328185	31328259	+	93.1	0.840	16.000000	17.0	2.0	8.52	5.43e-11	4.10	3.57e-06	0.91
17-1133	17	32564086	32564160	+	93.1	0.656	15.000000	16.0	2.0	8.02	4.66e-10	9.45	4.43e-11	0.98
17-2012	17	33842391	33842465	+	93.1	0.654	12.000000	16.0	2.0	8.02	4.66e-10	5.70	3.41e-07	1.09
17-989	17	34981717	34981791	+	93.1	0.621	16.000000	16.0	4.0	4.01	4.77e-06	4.63	7.74e-07	0.85
17-1141	17	35030254	35030328	+	93.1	0.769	15.000000	16.0	2.0	8.02	4.66e-10	7.33	1.65e-09	0.91
17-1142	17	35059064	35059138	+	93.1	0.704	15.000000	16.0	3.0	5.34	1.21e-07	6.70	5.70e-09	0.91
17-768	17	35513410	35513484	+	93.1	0.742	18.000000	16.0	3.0	5.34	1.21e-07	4.13	3.32e-06	0.85
17-871	17	35812480	35812554	+	93.1	0.571	17.000000	16.0	1.0	16.03	1.70e-14	6.44	9.91e-09	0.91
17-1634	17	36114345	36114419	+	93.1	0.783	13.000000	16.0	2.0	8.02	4.66e-10	7.56	1.06e-09	1.05
17-1351	17	40401898	40401972	+	93.1	0.581	14.000000	16.0	1.0	16.03	1.70e-14	10.91	5.49e-12	0.98
17-1150	17	44086995	44087069	+	93.1	0.567	15.000000	16.0	1.0	16.03	1.70e-14	10.33	1.23e-11	0.91
17-1361	17	45397322	45397396	+	93.1	0.647	14.000000	16.0	0.5	32.07	4.28e-19	5.87	9.07e-08	0.99
17-1370	17	45724399	45724473	+	93.1	0.792	14.000000	16.0	4.0	4.01	4.77e-06	8.40	2.39e-10	0.98
17-1371	17	45767045	45767119	+	93.1	0.786	14.000000	16.0	0.5	32.07	4.28e-19	6.44	9.91e-09	1.05
17-1004	17	45823705	45823779	+	93.1	0.618	16.000000	16.0	2.0	8.02	4.66e-10	7.06	2.78e-09	0.91
17-1005	17	46438519	46438593	+	93.1	0.595	16.000000	16.0	2.0	8.02	4.66e-10	6.25	1.49e-08	0.91
17-887	17	46783016	46783090	+	93.1	0.500	17.000000	17.0	4.0	4.26	1.10e-06	4.92	3.53e-07	0.85
17-1382	17	47645306	47645380	+	93.1	0.645	14.000000	16.0	1.0	16.03	1.70e-14	6.72	5.45e-09	0.98
17-1387	17	47938137	47938211	+	93.1	0.667	14.000000	16.0	2.0	8.02	4.66e-10	8.86	1.12e-10	0.98
17-1684	17	48043231	48043305	+	93.1	0.739	13.000000	16.0	4.0	4.01	4.77e-06	6.15	5.10e-08	1.07
17-1685	17	48378270	48378344	+	93.1	0.600	13.000000	16.0	0.5	32.07	4.28e-19	10.85	2.71e-11	1.07
17-1167	17	49018031	49018105	+	93.1	0.594	15.000000	16.0	3.0	5.34	1.21e-07	7.35	1.57e-09	0.91
17-1168	17	49951680	49951754	+	93.1	0.846	15.000000	16.0	1.0	16.03	1.70e-14	11.96	1.43e-12	0.98
17-1169	17	50006900	50006974	+	93.1	0.731	15.000000	16.0	2.0	8.02	4.66e-10	9.99	2.00e-11	0.98
17-1019	17	52602311	52602385	+	93.1	0.719	16.000000	16.0	2.0	8.02	4.66e-10	6.12	1.97e-08	0.91
17-1020	17	53465779	53465853	+	93.1	0.741	16.000000	17.0	3.0	5.68	2.10e-08	6.90	3.82e-09	0.91
17-1173	17	55717682	55717756	+	93.1	0.727	15.000000	16.0	1.0	16.03	1.70e-14	7.99	4.89e-10	0.98
17-1174	17	55959298	55959372	+	93.1	0.800	15.000000	16.0	4.0	4.01	4.77e-06	4.55	2.08e-06	0.92
17-1411	17	56656980	56657054	+	93.1	0.739	14.000000	16.0	3.0	5.34	1.21e-07	8.97	9.39e-11	0.98
17-1179	17	56764550	56764624	+	93.1	0.643	15.000000	16.0	2.0	8.02	4.66e-10	4.45	1.30e-06	0.91
17-1412	17	56765009	56765083	+	93.1	0.704	14.000000	16.0	4.0	4.01	4.77e-06	4.46	1.27e-06	1.05
17-1185	17	57060642	57060716	+	93.1	0.636	15.000000	16.0	4.0	4.01	4.77e-06	5.62	6.25e-08	0.98
17-1188	17	61292482	61292556	+	93.1	0.688	15.000000	16.0	1.0	16.03	1.70e-14	12.99	4.22e-13	1.05
17-900	17	62171666	62171740	+	93.1	0.719	17.000000	16.0	0.5	32.07	4.28e-19	11.76	1.83e-12	0.91
17-1029	17	63651302	63651376	+	93.1	0.667	16.000000	16.0	3.0	5.34	1.21e-07	11.96	1.43e-12	0.91
17-1032	17	64908824	64908898	+	93.1	0.633	16.000000	16.0	4.0	4.01	4.77e-06	9.67	3.20e-11	0.91
17-1036	17	65771498	65771572	+	93.1	0.667	16.000000	16.0	2.0	8.02	4.66e-10	5.57	6.94e-08	0.98
17-1744	17	66470254	66470328	+	93.1	0.692	13.000000	16.0	4.0	4.01	4.77e-06	5.11	2.15e-07	1.05
17-1440	17	75110354	75110428	+	93.1	0.600	14.000000	16.0	0.5	32.07	4.28e-19	6.34	3.41e-08	0.99
