# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Klf4
#
# total peaks = 3020
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1720172.0
# Total tags in peaks = 53736.0
# Approximate IP efficiency = 3.12%
# tags per bp = 0.000798
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.086211e-07
# FDR tag threshold = 4.0
# number of putative peaks = 93354
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 83515
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 6819
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Klf4 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-750	17	83313303	83313377	+	127.9	0.500	20.000000	22.0	2.0	11.01	5.46e-16	8.80	4.70e-14	0.88
17-1031	17	83525653	83525727	+	127.9	0.622	18.000000	22.0	3.0	7.34	1.58e-12	4.15	4.90e-08	0.98
17-1038	17	83955418	83955492	+	127.9	0.730	18.000000	22.0	1.0	22.01	3.23e-22	5.64	2.17e-10	0.98
17-880	17	84363702	84363776	+	127.9	0.806	19.000000	22.0	3.0	7.34	1.58e-12	10.43	1.59e-15	0.93
17-1041	17	84736844	84736918	+	127.9	0.718	18.000000	22.0	3.0	7.34	1.58e-12	11.25	1.63e-15	0.99
17-886	17	86595686	86595760	+	127.9	0.605	19.000000	22.0	3.0	7.34	1.58e-12	9.52	3.95e-14	0.94
17-569	17	87602018	87602092	+	127.9	0.521	22.000000	23.0	2.0	11.51	4.72e-17	5.83	1.18e-10	0.88
17-660	17	88066311	88066385	+	127.9	0.520	21.000000	22.0	2.0	11.01	5.46e-16	6.49	1.33e-10	0.85
17-758	17	88066548	88066622	+	127.9	0.722	20.000000	22.0	5.0	4.40	1.80e-08	6.96	4.27e-12	0.93
17-1054	17	88604142	88604216	+	127.9	0.861	18.000000	22.0	2.0	11.01	5.46e-16	12.28	5.95e-17	1.04
17-574	17	90787930	90788004	+	127.9	0.903	22.000000	22.0	2.0	11.01	5.46e-16	10.81	3.48e-15	0.84
17-662	17	5796028	5796102	+	122.1	0.765	20.000000	21.0	3.0	7.00	1.17e-11	11.48	1.10e-15	0.89
17-896	17	6828262	6828336	+	122.1	0.548	18.000000	21.0	3.0	7.00	1.17e-11	7.59	2.67e-12	0.99
17-897	17	6867803	6867877	+	122.1	0.583	18.000000	21.0	0.5	42.03	5.59e-27	9.18	1.17e-12	0.90
17-1061	17	8807537	8807611	+	122.1	0.742	17.000000	21.0	3.0	7.00	1.17e-11	12.93	1.11e-16	0.99
17-766	17	9722790	9722864	+	122.1	0.658	19.000000	21.0	3.0	7.00	1.17e-11	11.98	2.39e-15	0.89
17-669	17	9917215	9917289	+	122.1	0.523	20.000000	21.0	4.0	5.25	1.90e-09	14.32	1.49e-17	0.84
17-1064	17	11093118	11093192	+	122.1	0.537	17.000000	21.0	2.0	10.51	6.03e-15	14.00	1.32e-16	1.01
17-898	17	12769779	12769853	+	122.1	0.794	18.000000	21.0	5.0	4.20	8.02e-08	12.99	1.01e-16	1.06
17-1067	17	12909913	12909987	+	122.1	0.550	17.000000	21.0	0.5	42.03	5.59e-27	8.82	1.65e-13	0.99
17-902	17	14587456	14587530	+	122.1	0.629	18.000000	21.0	1.0	21.01	7.11e-21	19.99	2.02e-20	0.99
17-675	17	15826719	15826793	+	122.1	0.722	20.000000	21.0	4.0	5.25	1.90e-09	7.68	2.18e-12	0.89
17-581	17	21871390	21871464	+	122.1	0.560	21.000000	21.0	1.0	21.01	7.11e-21	14.63	9.91e-18	0.89
17-678	17	23586270	23586344	+	122.1	0.622	20.000000	22.0	2.0	11.01	5.46e-16	8.96	1.22e-13	0.89
17-911	17	23786238	23786312	+	122.1	0.735	18.000000	21.0	5.0	4.20	8.02e-08	6.83	1.85e-11	0.99
17-912	17	24046211	24046285	+	122.1	0.562	18.000000	21.0	4.0	5.25	1.90e-09	6.63	3.13e-11	0.94
17-502	17	24414788	24414862	+	122.1	0.634	22.000000	21.0	3.0	7.00	1.17e-11	6.68	2.75e-11	0.80
17-914	17	24533423	24533497	+	122.1	0.694	18.000000	21.0	1.0	21.01	7.11e-21	5.39	1.24e-09	0.99
17-1084	17	24669654	24669728	+	122.1	0.980	17.000000	21.0	4.0	5.25	1.90e-09	5.14	6.52e-09	1.01
17-681	17	24696120	24696194	+	122.1	0.867	20.000000	22.0	1.0	22.01	3.23e-22	5.20	2.24e-09	0.94
17-584	17	24951472	24951546	+	122.1	0.806	21.000000	21.0	1.0	21.01	7.11e-21	6.46	4.98e-11	0.94
17-779	17	25167423	25167497	+	122.1	0.615	19.000000	21.0	3.0	7.00	1.17e-11	8.45	3.71e-13	0.89
17-783	17	25756804	25756878	+	122.1	0.556	19.000000	21.0	5.0	4.20	8.02e-08	4.53	2.37e-08	0.94
17-789	17	26584649	26584723	+	122.1	0.595	19.000000	22.0	3.0	7.34	1.58e-12	7.22	6.74e-12	0.94
17-919	17	27047922	27047996	+	122.1	0.676	18.000000	21.0	5.0	4.20	8.02e-08	4.21	7.78e-08	0.99
17-923	17	27501944	27502018	+	122.1	0.553	18.000000	21.0	3.0	7.00	1.17e-11	6.36	6.65e-11	0.94
17-794	17	27994509	27994583	+	122.1	0.775	19.000000	21.0	1.0	21.01	7.11e-21	6.71	2.52e-11	0.94
17-929	17	28179190	28179264	+	122.1	0.684	18.000000	21.0	3.0	7.00	1.17e-11	4.85	3.71e-08	0.90
17-690	17	28518464	28518538	+	122.1	0.981	20.000000	21.0	4.0	5.25	1.90e-09	4.43	3.35e-08	0.84
17-592	17	28522740	28522814	+	122.1	0.509	21.000000	21.0	4.0	5.25	1.90e-09	4.08	1.29e-07	0.80
17-936	17	28839806	28839880	+	122.1	0.963	18.000000	21.0	1.0	21.01	7.11e-21	9.23	7.01e-14	1.13
17-1121	17	29459149	29459223	+	122.1	0.805	17.000000	21.0	4.0	5.25	1.90e-09	4.93	5.69e-09	1.13
17-602	17	29464238	29464312	+	122.1	0.622	21.000000	22.0	1.0	22.01	3.23e-22	4.20	8.18e-08	0.84
17-519	17	29513346	29513420	+	122.1	0.756	22.000000	23.0	1.0	23.01	1.40e-23	7.02	1.13e-11	0.84
17-808	17	31462647	31462721	+	122.1	0.676	19.000000	21.0	1.0	21.01	7.11e-21	7.81	1.60e-12	0.94
17-697	17	31604875	31604949	+	122.1	0.806	20.000000	21.0	4.0	5.25	1.90e-09	10.81	3.48e-15	0.84
17-699	17	32389007	32389081	+	122.1	0.743	20.000000	22.0	1.0	22.01	3.23e-22	4.75	1.06e-08	0.94
17-812	17	32528963	32529037	+	122.1	0.788	19.000000	21.0	3.0	7.00	1.17e-11	13.17	4.14e-16	0.89
17-700	17	33810990	33811064	+	122.1	0.684	20.000000	22.0	4.0	5.50	3.42e-10	5.91	2.42e-10	0.89
17-1140	17	33955570	33955644	+	122.1	0.684	17.000000	21.0	4.0	5.25	1.90e-09	4.07	1.32e-07	1.06
17-1332	17	34083096	34083170	+	122.1	0.581	16.000000	21.0	5.0	4.20	8.02e-08	5.93	2.33e-10	1.13
17-701	17	35003532	35003606	+	122.1	0.667	20.000000	21.0	1.0	21.01	7.11e-21	5.84	3.03e-10	0.94
17-1151	17	35727703	35727777	+	122.1	0.649	17.000000	22.0	2.0	11.01	5.46e-16	5.30	1.62e-09	1.06
17-830	17	35935260	35935334	+	122.1	0.750	19.000000	21.0	3.0	7.00	1.17e-11	7.14	8.14e-12	0.89
17-972	17	35993831	35993905	+	122.1	0.692	18.000000	21.0	5.0	4.20	8.02e-08	5.17	2.54e-09	0.99
17-831	17	36844433	36844507	+	122.1	0.641	19.000000	21.0	3.0	7.00	1.17e-11	8.25	5.81e-13	0.94
17-710	17	37864116	37864190	+	122.1	0.756	20.000000	22.0	3.0	7.34	1.58e-12	11.88	5.73e-16	0.94
17-1359	17	40401910	40401984	+	122.1	0.774	16.000000	21.0	2.0	10.51	6.03e-15	17.59	2.59e-19	1.06
17-1160	17	45548813	45548887	+	122.1	0.646	17.000000	22.0	1.0	22.01	3.23e-22	4.55	2.18e-08	1.13
17-977	17	45566907	45566981	+	122.1	0.657	18.000000	21.0	5.0	4.20	8.02e-08	4.73	2.46e-08	0.95
17-620	17	45582865	45582939	+	122.1	0.649	21.000000	21.0	5.0	4.20	8.02e-08	5.10	3.17e-09	0.84
17-837	17	45686469	45686543	+	122.1	0.750	19.000000	21.0	4.0	5.25	1.90e-09	5.56	7.16e-10	0.99
17-1643	17	46267103	46267177	+	122.1	0.467	15.000000	21.0	3.0	7.00	1.17e-11	7.02	1.13e-11	1.21
17-839	17	46328362	46328436	+	122.1	0.500	19.000000	21.0	4.0	5.25	1.90e-09	7.18	7.41e-12	0.99
17-844	17	47189994	47190068	+	122.1	0.774	19.000000	21.0	1.0	21.01	7.11e-21	8.37	4.40e-13	0.94
17-719	17	47600125	47600199	+	122.1	0.569	20.000000	21.0	1.0	21.01	7.11e-21	4.53	2.31e-08	0.99
17-629	17	48432381	48432455	+	122.1	0.634	21.000000	22.0	1.0	22.01	3.23e-22	6.15	1.21e-10	0.84
17-850	17	50292880	50292954	+	122.1	0.647	19.000000	21.0	2.0	10.51	6.03e-15	13.56	4.39e-17	0.89
17-726	17	56266941	56267015	+	122.1	0.619	20.000000	21.0	0.5	42.03	5.59e-27	7.35	4.82e-12	0.89
17-729	17	56540912	56540986	+	122.1	0.636	20.000000	21.0	5.0	4.20	8.02e-08	6.91	1.48e-11	0.89
17-856	17	56717202	56717276	+	122.1	0.574	19.000000	21.0	2.0	10.51	6.03e-15	4.88	6.81e-09	0.94
17-1184	17	56870257	56870331	+	122.1	0.649	17.000000	21.0	2.0	10.51	6.03e-15	4.79	9.13e-09	1.06
17-1411	17	57032224	57032298	+	122.1	0.571	16.000000	21.0	3.0	7.00	1.17e-11	6.12	9.77e-10	1.02
17-732	17	57081341	57081415	+	122.1	0.652	20.000000	22.0	2.0	11.01	5.46e-16	6.73	2.41e-11	0.89
17-860	17	57261926	57262000	+	122.1	0.574	19.000000	22.0	3.0	7.34	1.58e-12	4.39	8.18e-08	0.95
17-861	17	57769146	57769220	+	122.1	0.641	19.000000	21.0	4.0	5.25	1.90e-09	20.28	1.51e-20	0.94
17-862	17	63849853	63849927	+	122.1	0.743	19.000000	21.0	2.0	10.51	6.03e-15	7.42	4.20e-11	0.90
17-863	17	64332373	64332447	+	122.1	0.575	19.000000	21.0	3.0	7.00	1.17e-11	9.72	2.67e-14	0.94
17-1417	17	64390664	64390738	+	122.1	0.909	16.000000	21.0	4.0	5.25	1.90e-09	14.18	1.82e-17	1.13
17-1193	17	65723980	65724054	+	122.1	0.643	17.000000	21.0	4.0	5.25	1.90e-09	4.43	3.44e-08	0.99
17-1201	17	68010783	68010857	+	122.1	0.871	17.000000	21.0	4.0	5.25	1.90e-09	14.40	1.35e-17	1.06
17-1433	17	70676725	70676799	+	122.1	0.756	16.000000	22.0	4.0	5.50	3.42e-10	11.48	1.10e-15	1.13
17-1203	17	70790957	70791031	+	122.1	0.755	17.000000	21.0	4.0	5.25	1.90e-09	8.51	1.16e-12	1.01
17-869	17	71002373	71002447	+	122.1	0.548	19.000000	21.0	3.0	7.00	1.17e-11	5.26	1.84e-09	0.89
17-742	17	74020694	74020768	+	122.1	0.622	20.000000	21.0	0.5	42.03	5.59e-27	13.96	2.46e-17	0.99
17-562	17	74316188	74316262	+	122.1	0.585	22.000000	21.0	1.0	21.01	7.11e-21	6.79	2.02e-11	0.80
17-650	17	79716046	79716120	+	122.1	0.840	21.000000	21.0	4.0	5.25	1.90e-09	6.81	1.93e-11	0.89
17-1029	17	80483470	80483544	+	122.1	0.614	18.000000	21.0	4.0	5.25	1.90e-09	5.45	1.01e-09	0.99
17-876	17	83339911	83339985	+	122.1	0.688	19.000000	21.0	2.0	10.51	6.03e-15	10.03	1.45e-14	0.89
17-652	17	83752493	83752567	+	122.1	0.608	21.000000	21.0	3.0	7.00	1.17e-11	4.14	1.02e-07	0.84
17-879	17	84008394	84008468	+	122.1	0.551	19.000000	23.0	3.0	7.67	2.04e-13	4.67	1.40e-08	0.94
17-1043	17	84878430	84878504	+	122.1	0.521	18.000000	21.0	2.0	10.51	6.03e-15	6.39	6.12e-11	0.99
17-754	17	85617230	85617304	+	122.1	0.511	20.000000	21.0	2.0	10.51	6.03e-15	4.13	1.07e-07	0.89
17-884	17	86150989	86151063	+	122.1	0.706	19.000000	21.0	3.0	7.00	1.17e-11	7.81	1.60e-12	0.94
17-885	17	86254084	86254158	+	122.1	0.750	19.000000	22.0	1.0	22.01	3.23e-22	10.76	1.71e-14	0.89
17-1468	17	86496568	86496642	+	122.1	0.711	16.000000	22.0	5.0	4.40	1.80e-08	10.69	4.35e-15	1.13
17-892	17	88065962	88066036	+	122.1	0.600	19.000000	21.0	4.0	5.25	1.90e-09	6.93	1.41e-11	0.94
17-1052	17	88340262	88340336	+	122.1	0.757	18.000000	21.0	2.0	10.51	6.03e-15	9.39	5.11e-14	0.99
17-1055	17	3861557	3861631	+	116.3	0.553	17.000000	20.0	0.5	40.03	2.35e-25	16.04	1.04e-17	1.01
17-895	17	5397555	5397629	+	116.3	0.568	18.000000	20.0	4.0	5.00	1.01e-08	6.21	7.71e-10	0.90
17-1239	17	7529427	7529501	+	116.3	0.660	16.000000	20.0	5.0	4.00	3.42e-07	5.86	7.52e-10	1.01
17-1063	17	10079854	10079928	+	116.3	0.512	17.000000	20.0	4.0	5.00	1.01e-08	8.54	1.10e-12	0.95
17-769	17	12998707	12998781	+	116.3	0.657	19.000000	20.0	2.0	10.01	6.37e-14	7.17	2.35e-11	0.89
17-901	17	13007966	13008040	+	116.3	0.871	18.000000	20.0	5.0	4.00	3.42e-07	5.66	1.35e-09	0.95
17-579	17	13700458	13700532	+	116.3	0.585	21.000000	20.0	4.0	5.00	1.01e-08	9.06	3.78e-13	0.80
17-905	17	15182141	15182215	+	116.3	0.600	18.000000	20.0	2.0	10.01	6.37e-14	6.68	7.96e-11	0.95
17-674	17	15440979	15441053	+	116.3	0.605	20.000000	20.0	5.0	4.00	3.42e-07	10.59	2.29e-14	0.80
17-1073	17	21067252	21067326	+	116.3	0.639	17.000000	20.0	5.0	4.00	3.42e-07	7.93	1.37e-11	0.96
17-777	17	24168737	24168811	+	116.3	0.600	19.000000	20.0	2.0	10.01	6.37e-14	4.95	1.21e-08	0.89
17-1089	17	25015791	25015865	+	116.3	0.467	17.000000	20.0	5.0	4.00	3.42e-07	5.84	7.80e-10	1.01
17-915	17	25243378	25243452	+	116.3	0.706	18.000000	20.0	0.5	40.03	2.35e-25	5.40	7.18e-09	0.90
17-585	17	25813699	25813773	+	116.3	0.686	21.000000	20.0	5.0	4.00	3.42e-07	6.46	4.02e-10	0.85
17-1094	17	25942727	25942801	+	116.3	0.489	17.000000	21.0	5.0	4.20	8.02e-08	6.76	1.94e-10	0.96
17-1096	17	26464250	26464324	+	116.3	0.575	17.000000	20.0	1.0	20.01	1.49e-19	6.84	5.36e-11	0.95
17-788	17	26503069	26503143	+	116.3	0.667	19.000000	20.0	2.0	10.01	6.37e-14	6.47	1.38e-10	0.85
17-1287	17	27189998	27190072	+	116.3	0.647	16.000000	20.0	5.0	4.00	3.42e-07	8.97	4.54e-13	1.07
17-686	17	27240734	27240808	+	116.3	0.565	20.000000	20.0	3.0	6.67	8.22e-11	4.91	1.37e-08	0.80
17-791	17	27241155	27241229	+	116.3	0.630	19.000000	20.0	3.0	6.67	8.22e-11	4.88	1.50e-08	0.89
17-1101	17	27278845	27278919	+	116.3	0.821	17.000000	20.0	0.5	40.03	2.35e-25	15.48	2.03e-17	0.95
17-924	17	27638948	27639022	+	116.3	0.588	18.000000	20.0	1.0	20.01	1.49e-19	5.17	1.38e-08	0.90
17-934	17	28407599	28407673	+	116.3	0.618	18.000000	20.0	1.0	20.01	1.49e-19	8.65	8.73e-13	0.89
17-689	17	28485548	28485622	+	116.3	0.612	20.000000	20.0	2.0	10.01	6.37e-14	5.53	1.98e-09	0.80
17-1112	17	28554245	28554319	+	116.3	0.962	17.000000	20.0	3.0	6.67	8.22e-11	5.93	6.01e-10	0.95
17-1296	17	28554429	28554503	+	116.3	0.733	16.000000	20.0	1.0	20.01	1.49e-19	6.07	4.10e-10	1.15
17-1113	17	28774509	28774583	+	116.3	0.964	17.000000	20.0	2.0	10.01	6.37e-14	8.38	1.55e-12	1.01
17-798	17	29032962	29033036	+	116.3	0.587	19.000000	20.0	4.0	5.00	1.01e-08	4.59	3.96e-08	0.89
17-940	17	29304588	29304662	+	116.3	0.730	18.000000	20.0	3.0	6.67	8.22e-11	6.41	1.63e-10	0.89
17-1309	17	29385785	29385859	+	116.3	0.600	16.000000	20.0	4.0	5.00	1.01e-08	6.10	3.79e-10	1.01
17-942	17	29519874	29519948	+	116.3	0.617	18.000000	20.0	4.0	5.00	1.01e-08	6.77	6.40e-11	1.01
17-1129	17	29996177	29996251	+	116.3	0.767	17.000000	20.0	3.0	6.67	8.22e-11	9.55	1.47e-13	0.95
17-947	17	31212026	31212100	+	116.3	0.667	18.000000	20.0	4.0	5.00	1.01e-08	7.85	4.82e-12	0.95
17-1579	17	31282444	31282518	+	116.3	0.657	15.000000	20.0	2.0	10.01	6.37e-14	7.88	4.57e-12	1.07
17-1131	17	31385408	31385482	+	116.3	0.793	17.000000	20.0	3.0	6.67	8.22e-11	5.99	5.16e-10	0.95
17-1132	17	31535598	31535672	+	116.3	0.722	17.000000	20.0	5.0	4.00	3.42e-07	6.75	6.69e-11	0.95
17-953	17	31585835	31585909	+	116.3	0.833	18.000000	21.0	3.0	7.00	1.17e-11	6.11	3.65e-10	1.01
17-698	17	32035172	32035246	+	116.3	0.758	20.000000	20.0	2.0	10.01	6.37e-14	5.88	6.98e-10	0.89
17-1135	17	32757441	32757515	+	116.3	0.698	17.000000	20.0	2.0	10.01	6.37e-14	10.14	5.00e-14	0.95
17-815	17	33804468	33804542	+	116.3	0.583	19.000000	20.0	5.0	4.00	3.42e-07	6.13	3.51e-10	0.85
17-816	17	33807319	33807393	+	116.3	0.676	19.000000	22.0	5.0	4.40	1.80e-08	4.75	2.32e-08	0.89
17-1144	17	34143283	34143357	+	116.3	0.742	17.000000	20.0	0.5	40.03	2.35e-25	8.64	3.25e-12	0.96
17-975	17	43651858	43651932	+	116.3	0.788	18.000000	20.0	4.0	5.00	1.01e-08	11.56	4.60e-15	0.95
17-976	17	44480215	44480289	+	116.3	0.634	18.000000	20.0	1.0	20.01	1.49e-19	10.98	1.17e-14	0.95
17-619	17	44822073	44822147	+	116.3	0.675	21.000000	20.0	3.0	6.67	8.22e-11	17.19	2.82e-18	0.85
17-1167	17	46457985	46458059	+	116.3	0.550	17.000000	20.0	1.0	20.01	1.49e-19	5.13	6.73e-09	1.01
17-986	17	46650500	46650574	+	116.3	0.981	18.000000	20.0	2.0	10.01	6.37e-14	4.12	2.22e-07	0.89
17-1383	17	46838730	46838804	+	116.3	0.686	16.000000	20.0	5.0	4.00	3.42e-07	7.39	1.39e-11	1.07
17-990	17	47395545	47395619	+	116.3	0.553	18.000000	20.0	0.5	40.03	2.35e-25	7.15	2.47e-11	0.89
17-991	17	47413622	47413696	+	116.3	0.707	18.000000	20.0	2.0	10.01	6.37e-14	7.46	3.81e-11	0.90
17-993	17	47629366	47629440	+	116.3	0.600	18.000000	21.0	5.0	4.20	8.02e-08	5.63	1.44e-09	1.01
17-846	17	47713028	47713102	+	116.3	0.585	19.000000	20.0	5.0	4.00	3.42e-07	4.53	4.94e-08	0.85
17-628	17	47818226	47818300	+	116.3	0.386	21.000000	20.0	2.0	10.01	6.37e-14	5.16	1.43e-08	0.81
17-723	17	48385993	48386067	+	116.3	0.781	20.000000	20.0	5.0	4.00	3.42e-07	10.22	4.35e-14	0.85
17-1001	17	53973749	53973823	+	116.3	0.675	18.000000	20.0	3.0	6.67	8.22e-11	15.57	1.82e-17	0.95
17-1005	17	56009659	56009733	+	116.3	0.676	18.000000	20.0	3.0	6.67	8.22e-11	4.78	2.13e-08	0.89
17-1400	17	56609922	56609996	+	116.3	0.667	16.000000	20.0	5.0	4.00	3.42e-07	4.35	9.55e-08	1.01
17-1006	17	56631977	56632051	+	116.3	0.904	18.000000	20.0	2.0	10.01	6.37e-14	4.70	6.07e-08	0.96
17-1007	17	56818239	56818313	+	116.3	0.773	18.000000	20.0	3.0	6.67	8.22e-11	5.34	3.52e-09	0.89
17-733	17	57105333	57105407	+	116.3	0.634	20.000000	20.0	5.0	4.00	3.42e-07	5.90	1.74e-09	0.81
17-864	17	66101697	66101771	+	116.3	0.471	19.000000	20.0	4.0	5.00	1.01e-08	6.00	4.97e-10	0.89
17-737	17	69157660	69157734	+	116.3	0.561	20.000000	20.0	3.0	6.67	8.22e-11	7.52	1.03e-11	0.85
17-738	17	69195970	69196044	+	116.3	0.649	20.000000	20.0	1.0	20.01	1.49e-19	11.61	4.25e-15	0.80
17-1020	17	70809051	70809125	+	116.3	0.808	18.000000	20.0	2.0	10.01	6.37e-14	5.56	4.45e-09	0.90
17-1204	17	70979845	70979919	+	116.3	0.565	17.000000	20.0	3.0	6.67	8.22e-11	7.25	1.95e-11	1.01
17-746	17	79002388	79002462	+	116.3	0.667	20.000000	20.0	1.0	20.01	1.49e-19	9.28	9.70e-13	0.81
17-1027	17	79715778	79715852	+	116.3	0.837	18.000000	20.0	1.0	20.01	1.49e-19	6.50	1.27e-10	0.89
17-874	17	80714049	80714123	+	116.3	0.512	19.000000	20.0	3.0	6.67	8.22e-11	6.89	4.69e-11	0.89
17-1728	17	80842748	80842822	+	116.3	0.558	15.000000	20.0	2.0	10.01	6.37e-14	9.71	4.47e-13	1.09
17-1030	17	83377921	83377995	+	116.3	0.706	18.000000	20.0	2.0	10.01	6.37e-14	10.52	1.12e-13	0.90
17-1213	17	83522931	83523005	+	116.3	0.871	17.000000	21.0	3.0	7.00	1.17e-11	4.07	2.69e-07	1.01
17-1453	17	83650136	83650210	+	116.3	0.595	16.000000	20.0	4.0	5.00	1.01e-08	5.70	1.17e-09	1.07
17-1033	17	83650566	83650640	+	116.3	0.632	18.000000	20.0	2.0	10.01	6.37e-14	5.82	8.40e-10	0.89
17-655	17	84368903	84368977	+	116.3	0.750	21.000000	20.0	4.0	5.00	1.01e-08	9.22	2.78e-13	0.80
17-1463	17	84792153	84792227	+	116.3	0.714	16.000000	20.0	3.0	6.67	8.22e-11	7.33	5.10e-11	1.02
17-1045	17	87044644	87044718	+	116.3	0.774	18.000000	20.0	5.0	4.00	3.42e-07	9.27	3.85e-12	0.85
17-1047	17	87446064	87446138	+	116.3	0.723	18.000000	20.0	3.0	6.67	8.22e-11	4.64	1.58e-07	0.85
17-756	17	87672203	87672277	+	116.3	0.469	20.000000	20.0	1.0	20.01	1.49e-19	5.83	8.10e-10	0.85
17-1223	17	87934551	87934625	+	116.3	0.868	17.000000	20.0	5.0	4.00	3.42e-07	7.51	3.45e-11	0.96
17-1049	17	87963336	87963410	+	116.3	0.575	18.000000	20.0	2.0	10.01	6.37e-14	8.02	3.33e-12	0.95
17-1053	17	88347180	88347254	+	116.3	0.980	18.000000	20.0	2.0	10.01	6.37e-14	7.02	3.41e-11	0.89
17-1757	17	88753266	88753340	+	116.3	0.758	15.000000	20.0	2.0	10.01	6.37e-14	8.94	4.83e-13	1.07
17-1488	17	6422040	6422114	+	110.5	0.514	15.000000	19.0	4.0	4.75	5.11e-08	10.88	6.21e-14	1.02
17-1238	17	6827808	6827882	+	110.5	0.860	16.000000	19.0	3.0	6.34	5.53e-10	6.87	1.49e-10	1.02
17-1062	17	8985921	8985995	+	110.5	0.735	17.000000	19.0	4.0	4.75	5.11e-08	10.65	9.00e-14	0.96
17-1785	17	10078679	10078753	+	110.5	0.588	14.000000	19.0	2.0	9.51	6.41e-13	8.16	8.48e-12	1.18
17-767	17	10531212	10531286	+	110.5	0.795	19.000000	19.0	3.0	6.34	5.53e-10	10.43	1.29e-13	0.85
17-1244	17	12106498	12106572	+	110.5	0.848	16.000000	19.0	4.0	4.75	5.11e-08	7.29	5.62e-11	1.02
17-1247	17	12195801	12195875	+	110.5	0.583	16.000000	19.0	2.0	9.51	6.41e-13	6.27	6.57e-10	0.96
17-900	17	12992766	12992840	+	110.5	0.722	18.000000	19.0	4.0	4.75	5.11e-08	5.22	1.22e-08	0.90
17-1070	17	13683476	13683550	+	110.5	0.688	17.000000	20.0	3.0	6.67	8.22e-11	4.16	3.82e-07	0.96
17-1256	17	15375117	15375191	+	110.5	0.710	16.000000	19.0	1.0	19.01	2.99e-18	5.35	1.98e-08	0.97
17-1257	17	15680817	15680891	+	110.5	0.619	16.000000	20.0	5.0	4.00	3.42e-07	6.38	4.94e-10	1.02
17-913	17	24455234	24455308	+	110.5	0.622	18.000000	19.0	1.0	19.01	2.99e-18	6.86	4.52e-10	0.85
17-1081	17	24507277	24507351	+	110.5	0.610	17.000000	19.0	2.0	9.51	6.41e-13	6.32	5.82e-10	0.96
17-1091	17	25188227	25188301	+	110.5	0.800	17.000000	19.0	1.0	19.01	2.99e-18	5.92	1.67e-09	0.96
17-782	17	25755781	25755855	+	110.5	0.632	19.000000	19.0	3.0	6.34	5.53e-10	4.13	4.21e-07	0.85
17-1530	17	26066252	26066326	+	110.5	0.742	15.000000	19.0	1.0	19.01	2.99e-18	6.62	2.75e-10	1.02
17-1531	17	26200759	26200833	+	110.5	0.553	15.000000	19.0	4.0	4.75	5.11e-08	4.48	2.67e-07	1.12
17-1095	17	26201629	26201703	+	110.5	0.674	17.000000	19.0	1.0	19.01	2.99e-18	4.56	9.48e-08	1.02
17-1282	17	26716124	26716198	+	110.5	0.595	16.000000	19.0	2.0	9.51	6.41e-13	6.44	1.22e-09	1.04
17-1099	17	26939304	26939378	+	110.5	0.667	17.000000	19.0	4.0	4.75	5.11e-08	6.33	5.59e-10	0.90
17-1541	17	27623835	27623909	+	110.5	0.606	15.000000	19.0	4.0	4.75	5.11e-08	4.53	1.06e-07	1.18
17-927	17	28130918	28130992	+	110.5	0.610	18.000000	20.0	4.0	5.00	1.01e-08	5.40	7.18e-09	0.90
17-1107	17	28143897	28143971	+	110.5	0.706	17.000000	19.0	2.0	9.51	6.41e-13	4.93	2.92e-08	1.02
17-932	17	28313345	28313419	+	110.5	0.821	18.000000	20.0	3.0	6.67	8.22e-11	6.55	3.26e-10	0.90
17-1294	17	28346075	28346149	+	110.5	0.512	16.000000	19.0	2.0	9.51	6.41e-13	4.13	4.21e-07	0.96
17-1111	17	28500539	28500613	+	110.5	0.526	17.000000	19.0	3.0	6.34	5.53e-10	6.11	2.72e-09	0.91
17-1302	17	28896548	28896622	+	110.5	0.750	16.000000	19.0	3.0	6.34	5.53e-10	4.36	1.89e-07	1.02
17-1307	17	29082294	29082368	+	110.5	0.833	16.000000	19.0	3.0	6.34	5.53e-10	4.33	4.27e-07	0.97
17-801	17	29326736	29326810	+	110.5	0.741	19.000000	19.0	3.0	6.34	5.53e-10	4.65	7.19e-08	0.90
